community,agent_id,agent_role,tenure,live_here,household_id,household_size,household_monthly_income_rmb,unit_id,unit_type,unit_size_sqm,age,annual_income_rmb,role_prompt
HuaduGuangmingxiangXiaoqu,A000000120,resident,renter,1,H000000030,5,6817.9,U000000041,L,99.27,79,48540.46,"You are a 79-year-old owner-occupier with an annual personal income of about 48,540 RMB and a current housing area of about 99.3 sqm."
HuaduGuangmingxiangXiaoqu,A000000121,resident,renter,1,H000000031,5,9777.05,U000000042,L,112.33,46,167377.68,"You are a 46-year-old owner-occupier with an annual personal income of about 167,378 RMB and a current housing area of about 112.3 sqm."
HuaduGuangmingxiangXiaoqu,A000000122,resident,renter,1,H000000031,5,9777.05,U000000042,L,112.33,37,100494.16,"You are a 37-year-old owner-occupier with an annual personal income of about 100,494 RMB and a current housing area of about 112.3 sqm."
HuaduGuangmingxiangXiaoqu,A000000123,resident,renter,1,H000000031,5,9777.05,U000000042,L,112.33,15,161535.41,"You are a 15-year-old owner-occupier with an annual personal income of about 161,535 RMB and a current housing area of about 112.3 sqm."
HuaduGuangmingxiangXiaoqu,A000000124,resident,renter,1,H000000031,5,9777.05,U000000042,L,112.33,84,105060.95,"You are a 84-year-old owner-occupier with an annual personal income of about 105,061 RMB and a current housing area of about 112.3 sqm."
HuaduGuangmingxiangXiaoqu,A000000125,resident,renter,1,H000000031,5,9777.05,U000000042,L,112.33,72,56045.62,"You are a 72-year-old owner-occupier with an annual personal income of about 56,046 RMB and a current housing area of about 112.3 sqm."
HuaduGuangmingxiangXiaoqu,A000000126,absentee_owner_vacant,owner_occupier,0,,0,10873.85,U000000043,M,70.69,48,130486.25,"You are a 48-year-old vacant owner with an annual personal income of about 130,486 RMB and a current housing area of about 70.7 sqm."
HuaduGuangmingxiangXiaoqu,A000000127,resident,owner_occupier,1,H000000032,5,7269.26,U000000044,L,126.83,18,56766.67,"You are a 18-year-old owner-occupier with an annual personal income of about 56,767 RMB and a current housing area of about 126.8 sqm."
HuaduGuangmingxiangXiaoqu,A000000128,resident,owner_occupier,1,H000000032,5,7269.26,U000000044,L,126.83,18,61898.67,"You are a 18-year-old owner-occupier with an annual personal income of about 61,899 RMB and a current housing area of about 126.8 sqm."
HuaduGuangmingxiangXiaoqu,A000000129,resident,owner_occupier,1,H000000032,5,7269.26,U000000044,L,126.83,79,38999.93,"You are a 79-year-old owner-occupier with an annual personal income of about 39,000 RMB and a current housing area of about 126.8 sqm."
HuaduGuangmingxiangXiaoqu,A000000130,resident,owner_occupier,1,H000000032,5,7269.26,U000000044,L,126.83,12,0.0,You are a 12-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 126.8 sqm.
HuaduGuangmingxiangXiaoqu,A000000131,resident,owner_occupier,1,H000000032,5,7269.26,U000000044,L,126.83,55,88629.92,"You are a 55-year-old owner-occupier with an annual personal income of about 88,630 RMB and a current housing area of about 126.8 sqm."
HuaduGuangmingxiangXiaoqu,A000000132,resident,owner_occupier,1,H000000033,5,10363.02,U000000045,L,104.06,46,185677.52,"You are a 46-year-old owner-occupier with an annual personal income of about 185,678 RMB and a current housing area of about 104.1 sqm."
HuaduGuangmingxiangXiaoqu,A000000133,resident,owner_occupier,1,H000000033,5,10363.02,U000000045,L,104.06,82,39715.14,"You are a 82-year-old owner-occupier with an annual personal income of about 39,715 RMB and a current housing area of about 104.1 sqm."
HuaduGuangmingxiangXiaoqu,A000000134,resident,owner_occupier,1,H000000033,5,10363.02,U000000045,L,104.06,65,56412.05,"You are a 65-year-old owner-occupier with an annual personal income of about 56,412 RMB and a current housing area of about 104.1 sqm."
HuaduGuangmingxiangXiaoqu,A000000135,resident,owner_occupier,1,H000000033,5,10363.02,U000000045,L,104.06,32,101073.68,"You are a 32-year-old owner-occupier with an annual personal income of about 101,074 RMB and a current housing area of about 104.1 sqm."
HuaduGuangmingxiangXiaoqu,A000000136,resident,owner_occupier,1,H000000033,5,10363.02,U000000045,L,104.06,20,177383.03,"You are a 20-year-old owner-occupier with an annual personal income of about 177,383 RMB and a current housing area of about 104.1 sqm."
HuaduGuangmingxiangXiaoqu,A000000137,resident,owner_occupier,1,H000000034,5,6605.65,U000000046,L,118.19,73,53417.31,"You are a 73-year-old owner-occupier with an annual personal income of about 53,417 RMB and a current housing area of about 118.2 sqm."
HuaduGuangmingxiangXiaoqu,A000000138,resident,owner_occupier,1,H000000034,5,6605.65,U000000046,L,118.19,88,27243.69,"You are a 88-year-old owner-occupier with an annual personal income of about 27,244 RMB and a current housing area of about 118.2 sqm."
HuaduGuangmingxiangXiaoqu,A000000139,resident,owner_occupier,1,H000000034,5,6605.65,U000000046,L,118.19,6,0.0,You are a 6-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 118.2 sqm.
HuaduGuangmingxiangXiaoqu,A000000140,resident,owner_occupier,1,H000000034,5,6605.65,U000000046,L,118.19,85,55677.04,"You are a 85-year-old owner-occupier with an annual personal income of about 55,677 RMB and a current housing area of about 118.2 sqm."
HuaduGuangmingxiangXiaoqu,A000000141,resident,owner_occupier,1,H000000034,5,6605.65,U000000046,L,118.19,29,93412.92,"You are a 29-year-old owner-occupier with an annual personal income of about 93,413 RMB and a current housing area of about 118.2 sqm."
HuaduGuangmingxiangXiaoqu,A000000142,resident,owner_occupier,1,H000000035,5,9865.33,U000000047,L,105.91,61,89077.01,"You are a 61-year-old owner-occupier with an annual personal income of about 89,077 RMB and a current housing area of about 105.9 sqm."
HuaduGuangmingxiangXiaoqu,A000000143,resident,owner_occupier,1,H000000035,5,9865.33,U000000047,L,105.91,35,132242.26,"You are a 35-year-old owner-occupier with an annual personal income of about 132,242 RMB and a current housing area of about 105.9 sqm."
HuaduGuangmingxiangXiaoqu,A000000144,resident,owner_occupier,1,H000000035,5,9865.33,U000000047,L,105.91,53,85278.88,"You are a 53-year-old owner-occupier with an annual personal income of about 85,279 RMB and a current housing area of about 105.9 sqm."
HuaduGuangmingxiangXiaoqu,A000000145,resident,owner_occupier,1,H000000035,5,9865.33,U000000047,L,105.91,24,70889.19,"You are a 24-year-old owner-occupier with an annual personal income of about 70,889 RMB and a current housing area of about 105.9 sqm."
HuaduGuangmingxiangXiaoqu,A000000146,resident,owner_occupier,1,H000000035,5,9865.33,U000000047,L,105.91,48,137962.15,"You are a 48-year-old owner-occupier with an annual personal income of about 137,962 RMB and a current housing area of about 105.9 sqm."
HuaduGuangmingxiangXiaoqu,A000000147,resident,owner_occupier,1,H000000036,5,7398.45,U000000048,L,113.2,56,105465.81,"You are a 56-year-old owner-occupier with an annual personal income of about 105,466 RMB and a current housing area of about 113.2 sqm."
HuaduGuangmingxiangXiaoqu,A000000148,resident,owner_occupier,1,H000000036,5,7398.45,U000000048,L,113.2,43,109747.59,"You are a 43-year-old owner-occupier with an annual personal income of about 109,748 RMB and a current housing area of about 113.2 sqm."
HuaduGuangmingxiangXiaoqu,A000000149,resident,owner_occupier,1,H000000036,5,7398.45,U000000048,L,113.2,66,68729.8,"You are a 66-year-old owner-occupier with an annual personal income of about 68,730 RMB and a current housing area of about 113.2 sqm."
HuaduGuangmingxiangXiaoqu,A000000150,resident,owner_occupier,1,H000000036,5,7398.45,U000000048,L,113.2,88,62047.72,"You are a 88-year-old owner-occupier with an annual personal income of about 62,048 RMB and a current housing area of about 113.2 sqm."
HuaduGuangmingxiangXiaoqu,A000000151,resident,owner_occupier,1,H000000036,5,7398.45,U000000048,L,113.2,64,70478.7,"You are a 64-year-old owner-occupier with an annual personal income of about 70,479 RMB and a current housing area of about 113.2 sqm."
HuaduGuangmingxiangXiaoqu,A000000152,absentee_owner_vacant,owner_occupier,0,,0,20478.52,U000000049,S,55.93,62,245742.26,"You are a 62-year-old vacant owner with an annual personal income of about 245,742 RMB and a current housing area of about 55.9 sqm."
HuaduGuangmingxiangXiaoqu,A000000153,resident,owner_occupier,1,H000000037,4,5310.01,U000000050,L,101.47,29,55749.84,"You are a 29-year-old owner-occupier with an annual personal income of about 55,750 RMB and a current housing area of about 101.5 sqm."
HuaduGuangmingxiangXiaoqu,A000000154,resident,owner_occupier,1,H000000037,4,5310.01,U000000050,L,101.47,32,59086.4,"You are a 32-year-old owner-occupier with an annual personal income of about 59,086 RMB and a current housing area of about 101.5 sqm."
HuaduGuangmingxiangXiaoqu,A000000155,resident,owner_occupier,1,H000000037,4,5310.01,U000000050,L,101.47,42,62235.66,"You are a 42-year-old owner-occupier with an annual personal income of about 62,236 RMB and a current housing area of about 101.5 sqm."
HuaduGuangmingxiangXiaoqu,A000000156,resident,owner_occupier,1,H000000037,4,5310.01,U000000050,L,101.47,74,45176.88,"You are a 74-year-old owner-occupier with an annual personal income of about 45,177 RMB and a current housing area of about 101.5 sqm."
HuaduGuangmingxiangXiaoqu,A000000157,resident,owner_occupier,1,H000000038,1,2807.3,U000000051,S,64.39,57,46064.46,"You are a 57-year-old owner-occupier with an annual personal income of about 46,064 RMB and a current housing area of about 64.4 sqm."
HuaduGuangmingxiangXiaoqu,A000000158,absentee_owner_vacant,owner_occupier,0,,0,13110.26,U000000052,L,122.13,56,157323.13,"You are a 56-year-old vacant owner with an annual personal income of about 157,323 RMB and a current housing area of about 122.1 sqm."
HuaduGuangmingxiangXiaoqu,A000000159,resident,owner_occupier,1,H000000039,5,8152.33,U000000053,L,127.88,12,0.0,You are a 12-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 127.9 sqm.
HuaduGuangmingxiangXiaoqu,A000000160,resident,owner_occupier,1,H000000039,5,8152.33,U000000053,L,127.88,34,92475.64,"You are a 34-year-old owner-occupier with an annual personal income of about 92,476 RMB and a current housing area of about 127.9 sqm."
HuaduGuangmingxiangXiaoqu,A000000161,resident,owner_occupier,1,H000000039,5,8152.33,U000000053,L,127.88,68,58485.85,"You are a 68-year-old owner-occupier with an annual personal income of about 58,486 RMB and a current housing area of about 127.9 sqm."
HuaduGuangmingxiangXiaoqu,A000000162,resident,owner_occupier,1,H000000039,5,8152.33,U000000053,L,127.88,52,105895.0,"You are a 52-year-old owner-occupier with an annual personal income of about 105,895 RMB and a current housing area of about 127.9 sqm."
HuaduGuangmingxiangXiaoqu,A000000163,resident,owner_occupier,1,H000000039,5,8152.33,U000000053,L,127.88,35,76926.05,"You are a 35-year-old owner-occupier with an annual personal income of about 76,926 RMB and a current housing area of about 127.9 sqm."
HuaduGuangmingxiangXiaoqu,A000000164,resident,owner_occupier,1,H000000040,5,8443.87,U000000054,L,126.32,89,56964.9,"You are a 89-year-old owner-occupier with an annual personal income of about 56,965 RMB and a current housing area of about 126.3 sqm."
HuaduGuangmingxiangXiaoqu,A000000165,resident,owner_occupier,1,H000000040,5,8443.87,U000000054,L,126.32,44,91385.05,"You are a 44-year-old owner-occupier with an annual personal income of about 91,385 RMB and a current housing area of about 126.3 sqm."
HuaduGuangmingxiangXiaoqu,A000000166,resident,owner_occupier,1,H000000040,5,8443.87,U000000054,L,126.32,68,83571.49,"You are a 68-year-old owner-occupier with an annual personal income of about 83,571 RMB and a current housing area of about 126.3 sqm."
HuaduGuangmingxiangXiaoqu,A000000167,resident,owner_occupier,1,H000000040,5,8443.87,U000000054,L,126.32,78,65030.6,"You are a 78-year-old owner-occupier with an annual personal income of about 65,031 RMB and a current housing area of about 126.3 sqm."
HuaduGuangmingxiangXiaoqu,A000000168,resident,owner_occupier,1,H000000040,5,8443.87,U000000054,L,126.32,11,0.0,You are a 11-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 126.3 sqm.
HuaduGuangmingxiangXiaoqu,A000000169,absentee_owner_vacant,owner_occupier,0,,0,10873.85,U000000055,L,115.93,49,130486.25,"You are a 49-year-old vacant owner with an annual personal income of about 130,486 RMB and a current housing area of about 115.9 sqm."
HuaduGuangmingxiangXiaoqu,A000000170,resident,renter,1,H000000041,5,8357.46,U000000056,L,127.27,39,128904.42,"You are a 39-year-old owner-occupier with an annual personal income of about 128,904 RMB and a current housing area of about 127.3 sqm."
HuaduGuangmingxiangXiaoqu,A000000171,resident,renter,1,H000000041,5,8357.46,U000000056,L,127.27,10,0.0,You are a 10-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 127.3 sqm.
HuaduGuangmingxiangXiaoqu,A000000172,resident,renter,1,H000000041,5,8357.46,U000000056,L,127.27,63,86079.57,"You are a 63-year-old owner-occupier with an annual personal income of about 86,080 RMB and a current housing area of about 127.3 sqm."
HuaduGuangmingxiangXiaoqu,A000000173,resident,renter,1,H000000041,5,8357.46,U000000056,L,127.27,84,77239.47,"You are a 84-year-old owner-occupier with an annual personal income of about 77,239 RMB and a current housing area of about 127.3 sqm."
HuaduGuangmingxiangXiaoqu,A000000174,resident,renter,1,H000000041,5,8357.46,U000000056,L,127.27,66,56935.69,"You are a 66-year-old owner-occupier with an annual personal income of about 56,936 RMB and a current housing area of about 127.3 sqm."
HuaduGuangmingxiangXiaoqu,A000000175,absentee_owner_vacant,owner_occupier,0,,0,11204.65,U000000057,L,98.1,51,134455.78,"You are a 51-year-old vacant owner with an annual personal income of about 134,456 RMB and a current housing area of about 98.1 sqm."
HuaduGuangmingxiangXiaoqu,A000000176,absentee_owner_vacant,owner_occupier,0,,0,14769.91,U000000058,M,73.92,35,177238.95,"You are a 35-year-old vacant owner with an annual personal income of about 177,239 RMB and a current housing area of about 73.9 sqm."
HuaduGuangmingxiangXiaoqu,A000000177,absentee_owner_vacant,owner_occupier,0,,0,12129.47,U000000059,L,96.58,55,145553.59,"You are a 55-year-old vacant owner with an annual personal income of about 145,554 RMB and a current housing area of about 96.6 sqm."
HuaduGuangmingxiangXiaoqu,A000000178,resident,renter,1,H000000042,3,4349.48,U000000060,M,76.51,26,42187.19,"You are a 26-year-old owner-occupier with an annual personal income of about 42,187 RMB and a current housing area of about 76.5 sqm."
HuaduGuangmingxiangXiaoqu,A000000179,resident,renter,1,H000000042,3,4349.48,U000000060,M,76.51,45,72104.5,"You are a 45-year-old owner-occupier with an annual personal income of about 72,104 RMB and a current housing area of about 76.5 sqm."
HuaduGuangmingxiangXiaoqu,A000000180,resident,renter,1,H000000042,3,4349.48,U000000060,M,76.51,64,31129.12,"You are a 64-year-old owner-occupier with an annual personal income of about 31,129 RMB and a current housing area of about 76.5 sqm."
HuaduGuangmingxiangXiaoqu,A000000181,absentee_owner_vacant,owner_occupier,0,,0,20182.86,U000000061,L,108.6,38,242194.27,"You are a 38-year-old vacant owner with an annual personal income of about 242,194 RMB and a current housing area of about 108.6 sqm."
